label,text
0,Perfect size for my kitchen.  Easy to assemble. Very happy with this cart!
1,One little topple sideways and it broke the pieces off. I will keep this for the next one.
0,These lights are great. Affordable and bright. Last awhile and can replace weak batteries. All of our bikes have them for late evening rides. Very quick easy install.
1,I wasn't familiar with Dr. Rosalind Earley. I read her books in the early 70's.  I had heard the story before and thought the book was interesting.  I was surprised to find this book in the collection of books about Dr.
0,"I was pleased to order this knowing it was highly reviewed, pleased to feel the weight of the small box it came in, then very skeptical when I opened the box.  This is easy to assemble and might be confusing when you consider that it comes with 16x the amount of screws needed for any TV.  However, all you will need are the 4 nuts, 8 small allen head screws and 4 acorn nuts and you can assemble it in 5-10 minutes reusing the original screws on the back of your TV.  After quick assembly, I mounted them on my new 70"" Vizio E70 that weighs around 70 pounds and thought that the legs might not be sturdy enough.  After placing the TV on my smallish TV stand, the legs somehow feel like they transfer the weight of the TV to the bottom center and the TV feels very stable.  This is a 5 star rating because it can be a permanent solution for anyone out there that needs to mount a large TV on a small stand, it costs so little, and it feels very secure!"
1,Skinnier than I thought. But it has the quality and design of a lot of other products
1,"the story was to short, but the characters were well developed and kept my interest. I recommend this story."
0,"My husband loves to play his video games, unfortunately the couch is to far from the tv for him to play and was wanting some type of bean bag to use while playing. The chill bag bean bag is perfect!! Unlike normal bean bags this one is filled with little pieces of memory foam. The memory foam makes it extra comfy. It's 4 ft size and it easily fits my husband and my 4 year old. It comes in a medium size box and I wasn't expecting it to be in such a small box considering its size, the memory foam is condensed into a ball with plastic wrap around it, and the cover is seperate. Me and my two kids followed the instructions and carefully unwrapped the memory foam, once we got it out of the plastic wrap, I had the kids jump on it to loosen the memory foam and it quickly expanded. This bean bag is very sturdy and actually kinda heavy. You sink right into it and since it has memory foam instead of the tiny foam balls you can conform it to how your sitting. We love this ""bean bag"" !! When my husband isn't playing his video games and using it my kids are, it's a big hit at our house.  I received this product at a discount in exchange for my honest review."
0,"Such a fantastic story! Accidental Alpha is the third book in Laurel's A is for Alpha Male series and I completely adored it! It was such a fun, quirky yet emotional read. Allison is back from her road trip with Hayley and learns some not so great new. I completely adored Wade too. He's so funny. I highly recommend and can't wait for the next in the series."
0,"Worked great for 2 months.  Everything sounded warped yesterday, and today I've got Chipmunks.  Very disappointed."
1,"Someone said that Dracula's daughter was an actress.  Her sister was a detective.  Her mother was a witch.  The house was haunted by the ghosts of the first vampires.  The house was haunted by the ghosts of the second vampires.  The house was haunted by the ghosts of the third vampires.  I did not know about the ending of the first vampire movie.  I just watched the second vampire movie.  The ghosts of the first vampire movies were not scary.  They were frightening.  The house was haunted by the ghosts of the third vampires.  The final movie was a little different.  The house was haunted by the ghosts of the first vampires.  The house was haunted by the ghosts of the third vampires.  I did not know about the"
0,"In terms of overall durability, they're great, but they do scratch very easily."
0,"Love the headphones.  Very easy to operate (as I would expect most these days would be!) and the sound quality, for someone who's not a ""pro,"" is really great.  I like how the speakers themselves swivel so that they will fit perfectly.  Very impressed and I would recommend to anyone."
0,"what can i say, the pump keeps the water fresh and the Japanese Chin love to play in the water flow"
1,Wow. I really enjoyed this book. The characters were well developed and kept my interest. I recommend this book.I had a lot of fun with this book.
0,"Looks great with the matching Puppia harness and just like the harness, it seems very well made. Length is just about perfect for walking my cat or should I say for my cat to walk me."
1,"Few people are funnier than this book, and the author has a lot of great ideas.  The story is told from the point of view of the heroine, who is"
1,"How do you rate a book on the quality?  I did.  The level of detail is so vivid that the reader can see how the characters have grown, how the plot has developed, and how the characters have been altered.  There are many levels to the story, each with its own name and theme.  I also enjoyed the fact that the book was so well-crafted and detailed that I could not put the book down.  I have a hard time putting down a book.  I highly recommend it.I absolutely loved this book.  I was just so excited to read it and am glad I did."
0,"Not bad for the price. The audio is good. The programming through the front panel (keypad) is easier than a Uv-5R. It has better audio than a Baofeng. It has better output than a Baoefeng (~1w more). The feel of the radio is great for the price range. the cross band repeat is a nice feature. The display is good, easy to read.  Now the bad...  -Chrip, not there yet. It actually corrupts several of the channel settings when I push this to the radio. This may change in the future, but with the latest (as of Dec. 1 2014) daily release...not there yet. - The Wouxen software, not good. Its better than the Baofeng software, but I still find it challenging to move memory slots around.  Also, I want to include in memory several law enforcement frequencies, WX and PUD frequencies, but there is no way that I can see to disable TX? Whats up with that? On other radios, I can add frequencies to my channel memories, but I can disable TX for those. On the KG-U8D I see no way to do this. So I only hope that my kids don't get a hold of the radio and key down on those channels. I can disable TX on any other radio I own including the cheap UV-5R's; So I was really disappointed to see this.  Other than that, I find the Intermod on the radio not bad compared to other Chinese radios. Its not a yaseu but at a 1/3 of the price its not bad."
1,Works as expected but my dog has been having a hard time getting her hair done. I ordered the other two
1,A Great add on to this series and the series. I will definitely be buying the next one.I read this book in the last few days and have enjoyed it. The characters are well written and
0,"When i got my PS3, there was only one missing link to complete my total entertainment center and this is it."
0,"I purchased one of these in Navy.  Speedo has outdone themselves, this is the best looking, most comfortable speedo I have seen in a long time.  The suite appears to be well made and the fit is incredible.  The fit is just right not to snug, not to loose.  I will definately purchase more of these, and will feel comfortable wearing them for tanning, at the beach or at the waterpark, they will look good anywhere. I just purchased two more of these the red and black.  I thought the blue ones being so good might have been a accident but I got to admit the red and black are just as great.  I don't know what they have done to the fabric but I have never felt speedos feel so good next to my body.  There are so many color options they could add in this style I hope they do.  You can not go wrong with these, I usually purchase aussiebum swimwear but these feel better and with less cost.  Keep up the good work speedo and thanks for a GREAT product."
0,The quality is excellent and worth every penny.
1,This series was the most enjoyable. The characters were well developed and kept my interest. I recommend this series.I had a lot of fun
0,"A good novel of WW2, focusing more on the countryside -- small villages and farms -- and the views of their inhabitants and the unknown brainwashing they encountered. Also gave insight into the resistance vs. the Nazi followers, the nobility vs. the commonfolk, as three women's stories unfold. Not the caliber of The Nightengale or Beneath a Scarlet Sky, but an engaging novel from a somewhat different perspective. Wished there had been more ""action"" or ""suspense."
0,"""Northanger Abbey"" is a wandering book that doesn't really know where it is going.  The first half is typical Austin fare, a heroin at Bath questing for a dear friend and a dearer husband.  The cast of characters is complete; a nutty, vacant aunt,  a dear best friend, a handsome but intolerable man... Then, it evolves into a biting pastiche of Gothic romance.  It appears a little bit like she got bored with the novel halfway through, and decided to write something more interesting.  The setting changes from society-haunted, frivolous Bath to the dark, shadow-haunted stone walls of Northanger Abbey. While not as charming as Austin's other books, ""Northanger Abbey"" is enjoyable for all it quirks.  The dialog has that spark of wit necessary for enjoyment, and the writing, while not fully evolved, still evokes the same satisfaction that one gets from later Austin books. By no means should this be your first Jane Austin novel, but neither should it remain unread."
1,"Of the three companies that are included, the only other two that are included are the Clue and the Monopoly game. I am not going to tell you if you are playing this game with a group of friends or if"
0,I bought this as a xmas gift and its perfect
1,I keep these on hand and have them on hand. I also keep my lab in a crate.I bought this for a friend who has a small dog and she had a very large ear. It was her only ear. I am very pleased with it and will purchase it again
1,Cute outfit on but not what I expected.  Not what I wanted for my 40 year old
0,A little pricey for what it is.
0,This was a sweet novella that I enjoyed. The author didn't try to pack to much into it. Very enjoyable.
1,Looks just like pic cute and looks nice.We love this blanket.  It's been one of our favorite blanket covers ever.
1,I use these bags to store containers and they are very thick and sturdy. They are very easy to
1,"I bought this because I wanted a basic case to hold my Macbook Air 2.5"" and other external"
1,This is one of the best books I've read in a long time. I can't wait for the next one!I liked this book but the writing was a bit slow. The story was a little rushed. I would have liked to see more of the characters in the book. I could have read the book in one sitting but the writing was a little slow. I just didn't feel like it was a good read. I like a good quick read. I have read all of the books by this author.
0,Great rock for great price. Works great for frag plugs..
0,"Cool book! The kindle book looks nice, with colorful formatting. The recipes are simple, clear and creative. And the book comes with a nice bonus for freezer bag ice cream recipes. This book is a treat."
0,"I REALLY love steaming my clothes over ironing. It's so, so, sooo much faster/easier. Less hassle by far. This is a great/handy steamer. I travel with mine, only thing is to keep it up right (or drain it) so the water does not leak out of the container when bounced around in a suitcase. But other than that totally satisfied with the product!"
1,"High quality, robust mouse. Amazingly fast and responsive.Very good quality.Nice little speaker. Works great.  Great price.Works great.  The sound is great"
1,"i was slightly disappointed with this movie, as it seemed too much.  The movie has a lot of heart and is"
0,"Awesome cards, and came super fast. I will definitely buy them again."
0,"These are SO comfortable. Like walking on a marshmallow with butter between your toes! But not quite that messy or gross. Just trust me, they are so soft and easy to wear with just about anything. I bought these in black and grey (which is actually white) and love them both!"
1,excellent reading. Very informative and an easy read. I will keep my copy for future reference.
1,"Great story,good plot, well told, an easy read, and I will keep reading it!Very good.I read this book in the middle of the night, and it was great.  The story was well told and the characters were well developed.  This book is still one of my favorite books.  I have read the"
1,Did not work well at all. The only reason I did not rate this is because I just wanted a
0,"These books are a 3.5 star read the charters are great and the plot is pretty good but my god it was boring it's basically sex scene after sex scene there's no real depth to it and when they aren't having sex it's the same ""internal"" thoughts over and over again the most interesting part is the 2 pages that were Henry's  POV reading his portion made it seem like the story was going to pick up but didn't and the intrigue the author tried to build died a quick death when it was reveled and ended up being nothing of importance even to Monica when he told her towards the end it did get a bit interesting then again faded the last in 80% of it I so wished these books would've been more interesting I want to fall asleep just thinking about them"
1,"Upon entering the Hotel Monaco CHicago, i could see the beauty of a classically elegant building. The old fashioned furnishings, the wonderful view, and the polished wood decorating the entore hotel. At first i had been skeptical, but any doubts i had carried into the hotel were gone. As i entered my room, the fresh flowers and the amazing Chicago view greeted me. During my stay i enjoyed my free time lounging by the pool, winding down every night with a comforting massage. I would recommend this hotel not only for the pure elegance, but for the wonderful customer service and the fantastic amenities."
0,"Amazing frame! I purchased a 20x30 frame and was worried about what I would get, but it is solidly built and beautiful.  And it came with the proper hardware to hang it, not just a tiny sawtooth piece of junk."
0,"We got two of these for our sons (who were both graduating). It was fun to personalize them, and we have them as keepsakes."
1,"The story begins with Take Me to the Wild, a small town in Montana, where a couple of other neighbors have had a bad run. The couple is having a great time and have been getting married in the past. When they meet up again, things get complicated. In Take Me to the Wild, the story will tell the story of a man who is a great guy and a great woman. I really enjoyed the story and enjoyed the characters. I'm not sure if I will continue reading the series. I'm looking forward to reading the next in the series. I am looking forward to reading the next in the series. I really enjoyed this book. I loved the story and I enjoyed the characters. This book was a must read for anyone who likes a good story with some steamy moments. This was a great book. I love the fact that the characters were both strong and independent. I thought the author did a great job of bringing the characters together and getting them to fall in love. I was given a copy of this book in exchange for an honest review."
0,"We have a very stubborn almost 2 year old lab/boxer mix that loves to pull on walks. This calmed her down instantly. She's no longer combatively pulling when we walk her and she does great! Took some getting used to for her, but this works like a charm."
1,"The Hilton Chicago was amazing!! It is close to almost everything that Chicago has to offer! We could walk to Lake Michigan, Grant Park, Niketown, Watertower place, etc. The rooms were very nice and refreshed every day. Also, they allow pets!! You don't have to go far to get good food because they have a few different restaurants right there! Overall experience was an A++."
0,"This caddy is really solid and well made. I had an old metal one that I tossed in favor of this one. I have bamboo cutting boards and since I know bamboo stands up well to water, this was an easy purchase for me. It does not fit over my soaking tub and isn't adjustable, but fits in my standard tub in my guest bath. It gives the guest bath a spa-type feel. It can be used on a dresser or counter top in addition to the tub. It's spacious and securely holds wine glasses. If this had rubber grips for on the edge of the tub, I'd rate it 5 stars, but overall I really like it."
0,"New Beginnings Phyllis is second novella in the Zimmerman Academy Shorts series by Kathi Daley. This is a spinoff of the Zoe Donovan series. This short story is told from Phyllis Kings perspective. The early chapters were originally included in several of the recent Zoe Donovan series books. Im looking forward the growth and changes in Phyllis life since joining the faculty at Zimmerman Academy and opening her home to Brooklyn Banks, Pepper Pepperton, and Eve Lambert. The novella ends with a mystery surrounding an unpublished manuscript. Phyllis friends, Hazel, Luke and Ethan explore a donated book written in 1956 and recognize women today experience many situations, frustrations and emotions as women did long ago. They, also, delve into the history of Ashton Falls formerly known as Devils Den. The day ends with an amazing birthday party for Phyllis surrounded by her friends.  Kathi Daleys novella is a quick, enjoyable read which flows smoothly. Even in the novellas, the characters are well developed and the setting readily transports the reader into the world that she has created; one in which the reader feels as if they are visiting with friends. I would recommend this book to anyone who enjoys a well-crafted cozy mystery with lovable characters. I am looking forward to reading more books written by this author. If you have not had the opportunity to read Ms. Daleys books, be sure to become acquainted with each of her series (each uniquely themed and superbly written). In the interim, sit back and enjoy this is cozy mystery, perfect for those who appreciate a quick, well written novella."
0,"Both of my children (6 years old and 9 years old) enjoy playing this game with me. It really is easy to get the concept down and then explain to any children. They especially liked the ""jewels"" that they can earn! What a great concept."
1,I loved all 3 books. Each book was very well written. There were a few typos and mistakes but the story kept me interested and entertained the whole time. I would definitely recommend this book to anyone. I am looking forward to reading more by this author. I loved this book.
0,"Please be advised! This rack will NOT FIT my Nissan Frontier. The C-Channel tracking system in my Nismo is several inches too low, and the clamps won't reach it. Apparently this rack is only made for Toyota's, with their track being set close to the top of the bedrail. So if you are considering this rack and own a Nissan, first decide if drilling two holes in your bed is acceptable.  I'm not sure I want two permanent holes in my truck to worry about rusting. Plus, not all bikes will fit the same way, but the holes will be there regardless. So I will most likely return this rack.  I will say however, the parts are all well designed and sturdy, and I assume that this would be a nice rack, when it fits."
0,I got these for my gf & she loves them. Perfect fit & great print.
1,"These are perfect! Fit exactly as pictured and are very comfortable.  The only reason I ordered the other pair was that the front of the shoe is slightly too tight. The front of the shoe is a"
1,"Really liked this book.  I will be reading more from this author.  Happy reading!Great story. Great characters. I liked how the characters were developed.This is a great book. It is a great story. I am looking forward to reading more from this author.I loved this book"
1,"I gave all 5 stars, and I am very pleased with it.  The only downside is that it's very small. The mount is designed to be a little too large for a regular tripod. It's not a huge deal, but it is very heavy for such a small mount.  The only downside I can think of is that the auto-focus ring has a tendency to lose focus. I tried to reset it by putting it on the tripod, and it will not do that. I don't know why. I've tried other options, but I just couldn't get it to work.  I do recommend it to anyone looking for a tripod.This is a great product.  I have to say it works perfectly for my camera.  I had a few issues with it, but the only one I have was that the charger would not charge the battery on my camera.  I was able to get it to charge it on a regular charger but that was a small issue.  I am happy with it.  I would recommend it to anyone looking for a good quality charger.  I will be buying more of them as I get more use out of them.I bought this to replace my old one that I had which lasted only a few months. I wanted to give it a"
1,"Our 9 year old daughter plays with the pieces and trains them all over the house.  She is a big fan of the trains, and this is the first time she has been able to go through all of them in one piece.  There are many pieces to learn from and this is no exception.  I highly recommend this product."
0,"this stuff is great.....my stair noses are solid without additional hardware.  used leftover flooring to make doggie stairs (sans nails/screws).  they could hold a much bigger dog than my 17 lb 'er.  I wouldn't hesitate to use it if the need arose!  it is messy however, so be prepared to protect your surroundings."
1,These is super cute and looks just like the picture. I will say that my daughter does not like the two small pieces
0,Colleen Houck is an incredible author! Reawakened was an incredibly interesting book. Houck's knowledge of ancient cultures helps further the experience. I cannot wait for the release of the next book in the series.
1,"An immortal worrior from Medieval Japan has been found dead in a cold storage tank in the local seaside town of Biscuit. The corpse is then sent to a hospital where it is later discovered that it is the result of a drug overdose. The spirit of the dead man has been mixed with a woman's body, and it has become the source of a new disease known as the Scarlet Witch. The Scarlet Witch has a strange and strong desire to be with a woman, and her past behavior is revealed to be a curse."
0,"This is SOOOO cute  I know, it's a footie onesie, big deal.  The colors are so rich and vibrant, and they did not fade or bleed into other items in the wash.  This is 100% organic cotton, which means it is very gently on baby, and gentle on the environment as well.  The dyes are even natural! The snaps are secure, but easy to close, and the legs snap all the way down to the foot, so it's a lot easier to put on and take off of little squirmy ones.  There are little foldover fabric covers for baby's hands to keep him/her from scratching, so you can eliminate the little mittens that don't seem to stay on.  The company guarantees satisfaction with their product, and this comes in numerous colors and several different sizes.  Since this is all cotton, there may be a bit of shrinkage, I didn't really see any, but I only washed and dried once in order to use the first time.  Since it's cotton, you can wash at high temps to completely sanitize though!!  I did receive a discount on this purchase in exchange for testing and providing an honest review for the Amazon community."
0,"It's not a bad hotel. It's just so...disappointing. As a Diamond member, I expect slightly more than a room with two double beds with no view. I'm not distraught over this, but come on. Ditto the continental breakfast in the executive lounge, which has nothing but fattening pastries, bagels and cereal. Low-level Hampton Inns have a free breakfast that puts this to shame. And what's with the lounge not opening until 6:30am? Business travelers often need to be GONE by 6:30, not sitting down to their meager breakfast. The in-room wifi is a pain to access, and I somehow got stuck with the $19.99 plan even though I selected the basic plan. (Don't get me started on how a $89/night Hampton Inn can offer free wifi and a full-service Hilton & Towers seemingly can't...). Finally, what's with the two bathrooms per one hotel room? It's an unseemly waste of space, especially when the rooms are so meager. And the gold-plated bathroom fixtures scream 1992, not 2009, as does the picture-tube TV (vs. flat panel). Overall, this is a huge disappointment over which Conrad should be ashamed."
1,Worked great for mounting the rack on the side of my RV.  I have a large one
0,"Nice design.  Opticall and mechanically, it works.  It is easy to attach and position on my iPhone and the optics are sharp.  If I were goingb to suggest a change,mit would be fo bayonet rather than screw-threads to connect the parts for faster setup."
0,"I have NO CLUE what happened the last 10 minutes of this movie.  And the POINT was??? What a let down. BTW, -- the other ONE-STAR reviews?  Believe them!"
1,"This was a tough book to read, but it was worth it.  The first couple chapters were so long that I had to stop and get through them.  The second half was so much better.  I would recommend it for anyone.I really enjoyed this book.  I love a good mystery with a good twist.  I have read a lot of Nora Roberts books.  I have read all of her books and am looking forward to reading a few more of her books.I really enjoyed this book, and I will definitely read more of it.  I read it several times, and am still reading it, because it is so sad.  It is sad, but I am sad that we have to deal with the loss of our beloved George.  I will be sad that we have to deal with the loss of our beloved George.  I hope that this book is a part of the ""love story"" of a great woman, who has left a mark on"
0,So far I am satisfied with this product.  Works just as it should..
1,These are super-cute and my daughter loves them.  I've also received compliments on the way
1,"These sheets are very thin, and have a wide opening. I will be purchasing a different size for"
0,These actually work pretty well. For the price I was expecting pretty poor quality and thought they would leak it not work. They all worked and didn't leak!
1,"I've seen every episode of this series, and I've seen all five seasons, and I'm very pleased with the DVD's I got.  The TV show is so great, it's worth owning.  It's a great addition to any DVD collection.  I recommend it!This is a very good movie. I did not know about the ending, but I was really impressed. I just watched it with my friends and it was really good. I will buy it again.I remember when I was a"
1,Good for training treats. We have 3 dogs and they all love these treats.
1,Luxurious!  These sheets are soft and comfortable.  I've slept on them for about a week and they are
1,"Lee Child's Reacher books are a real pleasure to read. I will admit that I have been a little apprehensive about the book. The characters and plot seemed a bit predictable, and it was difficult to follow the plot in the first book. There are some very interesting characters and events that seemed to take place in a real time world, but the overall story was rather predictable. I also felt like I was getting to know some of the characters. However, I would recommend this book for anyone who is interested in the history of the American Revolution."
0,"I am 36 years old, and I have four kids. Last year I decided it was time to lost the extra pounds that didn't come off after my 4th pregnancy, so after browsing amazon for some ideas I stumbled upon Jillian's 30 Day Shred and No More Trouble Zones. These videos work. If you are using proper form, working out 5-6 days week, and not overindulging on carbs/dessert you WILL see results. Here are my stats:  April 2009: 124 pounds, 5 feet 4 inches tall,  size 6  Workout/diet regimen: started with 30 Day Shred, moved on to No More Trouble Zones (since it had the longer ab workouts I wanted) for about 1 month almost daily. No diet, just cut back on snacks/dessert.  May 2009: 111 pounds, size 0 or 2 - total weight loss 13 pounds, about 10% of my body weight.  If you are looking to get fit and lose weight, give this video a try!"
0,good when it lasted but poor quality and reliability do not warrant the purchase. died after 6 months of use.
0,"This was a good story.  It had good characters and a good storyline.  I thought it was very enjoyable.  I think everyone would enjoy reading this lighthearted Christmas romance I received this book for free from ebook discovery.  I voluntarily review this book.  This is my honest review."
1,"Movie was okay.  The story line was good, and the acting was good.  The one thing that I didn't like was the"
0,"Named my price on priceline. $50.00 Bucks. Hotel room was great. Clean, Clean and new. Fresh crisp sheets, comfortable bed, flat screen TV, clean carpet, nice bath, etc. Short distance to food and sightseeing. I highly recommend this property. Be prepared to pay over $40.00 per night to park. Hey, Its a hyatt. They also charge $5.00 for a bottle of water that is normally a buck. For a total of $100.00 nightly stay in Chicago this place is it just don't drink the bottled water. Happy Travels"
1,"Lasted a grand total of $8,500+ in 2015.  This is a great value"
1,"Love this story. My mom and I love the movie. I will keep reading it!Very good.I read this book in the middle of the night, and it was great.  The story was well told and"
1,"Since this is a series, it is an adaptation of the book by the same name.  The story follows the story of the most famous and famous actor"
0,"Love this cord. It's an extension cord, that supplies power."
1,my 6 years old loves this toy and the wooden trains are a nice size for the size of the
1,Great compact bipod. attaches easily to the rail and stays in place.
0,"Buyer beware. this is farmed, not wild salmon. So bummed I spent $50 on this to treat a dog with cancer."
0,I love this! Highly recommend!
0,"I upgraded my desktop computer because the video card I was using was considerably outdated, and I couldn't even burn DVDs because it was so old. I wanted something inexpensive, but powerful enough to run most video applications. This card integrated perfectly with my computer, even though I only have a X-press 1.0 slot instead of a 2.0. I tested it on YouTube with an HD (1080) video running full resolution and full-screen the quality was flawless; the only lag and jitter was from my Internet connection. The GPU even works with BOINC and helps my computer crunch data. A great card for a wonderful price."
0,"I bought this case a while ago for my Macbook. I loved it. It was durable and protected my Mac. The stand was also a plus on flat surfaces. Unfortunately, with age it broke. Also if you don't clean it often crud will pile up and it's noticeable because this product is see through."
1,"I bought these for my son to wear as a helmet for a backpacking trip. He has a large head and the helmet fits perfectly. He is very comfortable and the helmet is comfortable enough to wear while wearing the helmet. I would recommend them for anyone with an average head size.They work well. I have a pair of them on my car and they fit perfectly. I also use them on my bike to ride my bike and to go to the gym. They are very comfortable and provide a lot of circulation. I would recommend these for anyone who is looking for a good quality pair of shoes.They are a good price and they work great. They do not come with the mounting tool. I would definitely recommend this to anyone.Great product, excellent service. I've had no problems with them. I would recommend them.Love the design of"
0,A good expansion.  No one ever wants to try the bioterrorist though so kind of a waste of space.
0,"Great quality product, I purchased for HP 7 android tablet, doesn't fit quite right. I took a change in this purchase and it is my fault, not the fault of the product because HP Slate is slightly different than the tablet I have. The product is excellent and would have been really nice if it fit my product like a glove."
0,Bought his for my son a few years ago. The bolts work themselves loose and require frequent tightening.
0,"So normally with cat carriers you have to do a little extra to make sure they can't wiggle out of them. Usually carriers have a couple double zippers, I'll use a little clip on the main zipper, and the others have to be zip tied. This carrier comes with a zipper on the side that can't really be secured because it's not a double zipper. I had to zip tie it to the handle and my cat was still giving me a run for my money trying to squeeze out. Too late to return it since it's used, but I wouldn't recommend it for cats, especially sneaky ones."
1,Bright after watching a short video on the internet about these bulbs.  These bulbs are bright and the light output is
0,This is an interesting though flawed revisionist take on the on-going battle between angels and demons. Add in a further fictionalized Frankenstein monster (aka Adam) to the mix and the result is a rip-roaring actionfest with some strains of prophecy and fantasy. It is not bad for what it is - a feast fro the senses.
0,"Shank on one lock bent during first use!  Otherwise, the locks seemed to work fine.  Easy to program your own combination code and locks feel strong and heavy-duty.  But the shank should not have bent so easily.  In fact, the lock was completely open when we picked up the suitcase from baggage claim at the airport.  There was no other damage to our luggage.  A strong, safe lock should not be able to be bent so easily."
1,"A little longer than necessary, but the story is just too full of information for the reader to skim"
1,"Farewell Friend aka Adieu L'Ami/Honourable Guest)  ""Two"" by Frank Sinatra  ""I'll Never Forget You"" by Guy Hamsik  ""Jude and the Tantrums"" by G. I. Joe  ""I'm Sorry"" by Ray Charles  ""The Man with the Golden Gun"" by John Lennon  ""The Man with the Cap"" by George Bush  ""Funny"" by M. Night Shyamalan  ""The Man in Black"" by E. T. ""My Own Little House"" by Shirley Temple  ""Goodbye"" by A. J. Dillard  ""The Man in Black"" by James Cameron  ""The Man in Black"" by Arthur C. Clarke  ""The Man in Black"" by Arthur C. Clarke  ""My Own Little House"" by Shirley Temple  ""I'm Sorry"" by M. Night Shyamalan  ""The Man in Black"" by E. T. ""The Man in Black"" by Arthur C. Clarke  ""The Man in Black"" by E. T. ""The Man in Black"" by M."
0,"This is the only salt I will use in my aquarium. It dissolves very quickly, and my fish and invertebrates do well."
1,The pants look and feel great. The quality is good but the waist is a little short. The waist is adjustable but the front part is too short.
0,Its a fun series very satisfying so go to the beginning and enjoy the books. Not deep but space opera shouldn't
1,Little thick but love how it has the wide mouth. I will keep this for the next one.
0,Easy to assemble.  Item is exactly as depicted.  My cats love it.
1,"I am a film student and have been using the camera for about a year now. I have been a big fan of the Canon, and have used the T3i lens in other lenses. I had no issues with the camera, and it was as advertised. I am very pleased with the camera. I have also been able to use the camera as a digital camera for a long time, and I have been very happy with it. The zoom is excellent, and I have been able to view the macro shots I have taken. I use the camera for my school photography, and have enjoyed shooting it with my Canon 5D MkII, as well. I have not had any issues with the camera, and I have not had any issues with the macro shots I have taken with it. I am also very happy with the Panasonic GH3, and I"
1,"Seven, by Susan Renee, was a sweet, sweet, romantic read.  There were a few moments in the story where the story seemed a bit rushed but the story was solid.  This is a must read.  Highly recommend it.I absolutely loved this book! I was given this book by a friend in exchange for an honest review.  I loved it!  It has great characters and plot twists.  I highly recommend it!  It was an awesome read!  I can't wait to read more from this author.  I love reading about people who are just starting out and are looking for a way to get their story out there.  I love to read about the people that are trying to get out of the stiletto and who have to deal with it all.  I also love that the author has a story line that is a little different than the others.  I enjoyed the story and the characters in this book.  I think this is a great book and I will definitely be reading more of her books.  I love how it is written and I will be looking for more from her!I have been waiting for this book and I have not found it to be as good as the others.  It is a wonderful story and I hope it is a good one for everyone.  I just hope there is a sequel.I received this book as a freebie and am voluntarily leaving a review.  I am a great fan of the series and this book was so well written that I was so pleased to find it.  I have read the entire series and I loved the characters so much.  I cannot wait to see what happens next."
1,"Logitech continues to make great products. The quality is just what I needed for my needs.  I would not hesitate to purchase from this company again!I bought this to replace my original TV.  It is a good value, and it works as advertised.  I would definitely buy from this company again!I've been using this tablet for a while now and it has been working great.  I have not had any issues with any"
0,I like that this helps keep my stove clean. Its easy to clean and having the foldable handle makes storing easier.
1,"Works great for my Sony A7RII. I will keep my Sony A7RII. Great price and I will buy another one!I bought this to replace my original HD TV. It works great, it's a little thin and doesn't feel very solid."
1,I purchased this to plug into an AC adapter and it works great.  The only thing that is a little off is the plastic part.  The plastic part is a bit loose and that is annoying.  It will not stay in
1,"very moving movie great acting, an entertaining story, and a great plot.  I recommend it."
1,"There is no limit to what happens when you try to take a stand for gay marriage.  The story is told from the point of view of the gay man who had a successful business that had many gay clients.  The main character, Tori, is an excellent writer"
0,"I'm no professional, but I do enjoy wine. I decided to splurge on some fancy wine glasses and after browsing around, decided on these. They're a bit taller than they appear in the picture, and much nicer. As others have said, wine really does taste better with these glasses. They're beautiful and classy looking glasses, though they do feel very delicate. I'm always very cautious when washing them. I've had them for a couple of years now though, and they've held up well."
0,"These shorts wash up great, they boyfriend lives in them.  Nice material, should probably order another pair..."
1,I just spent a week at the Millennium Knickerbocker Hotel and it was a very plesant stay. When I first walked into the room it was very clean. The bathroom was a decent size and the decorum was pleasant. Room service was very good. The view was amazing and I would recomend staying there.
1,Got them for travel purpose and have them with me. works great. Nice little speaker! Works great. Great price!Works great. The sound is great.
1,"This was a gift for my wife and she loved it.  The only reason I gave it four stars is that it's"
1,Terrible!! Came in a very nice box and was very easy to assemble.
0,Love the Ludlow Hall Series. Who doesn't love sexy hot alpha men & gorgeous women who steal their hearts.
0,"Only have had for a week, but working very well. Great for use next to bed to charge devices overnight with built in USB ports. And great price. I would recommend to other and purchase again myself."
1,This little lamp was exactly what I wanted. I've had it for a couple of years now and it's very bright. I also like the fact that the lamp is made of plastic. It's not waterproof so it will be hard to hold on to. The only thing I'd change is to order the 3-way adapter and it would work perfectly.
1,"Haven't tried it in windy weather. The only problem is that it's kind of hard to hold.I bought this for a friend, and he is very happy with the purchase.  The only thing I wish it had been a little bit better for is the battery life."
1,I love this mat and it has kept the dogs comfortable for a long time. I have one dog and two small dogs and I am using it every day. It keeps them in their seats and keeps them safe. It is a perfect size for them. I will purchase again.I bought this for my daughter's cat and it has held up great. She goes out and has great energy and is
0,"These batteries are great! They last longer and provide more power than the original ones ever did.  I bought two because I need 20+ minutes sometimes to get a job done.  When new,  the original batteries might have made 15 minutes.  Of late,  I wasn't getting 5. So far,  I've never needed to switch out these new batteries to complete a job.  What took me so long to get a decent battery?"
